price,stock_xfer_date
89.35,2023-11-06
408.71,2023-12-30
185.76,2023-11-28
477.85,2023-11-19
40.05,2023-11-10
336.37,2023-12-30
64.08,2023-09-11
150.18,2023-08-19
332.09,2023-11-30
290.95,2023-09-22
14.05,2023-11-11
362.61,2023-12-23
363.62,2023-09-01
116.67,2023-10-06
122.34,2023-12-09
376.96,2023-11-02
127.67,2023-11-12
116.55,2023-11-09
60.87,2023-11-30
415.67,2023-12-26
495.24,2023-10-06
55.39,2023-12-29
42.18,2023-10-07
311.04,2023-12-10
443.08,2023-10-20
163.34,2023-12-13
149.46,2023-12-28
168.34,2023-11-10
169.47,2023-09-16
413.13,2023-08-24
473.42,2023-12-05
346.74,2023-09-25
92.68,2023-12-30
101.96,2023-11-08
382.32,2023-11-03
398.44,2023-09-27
105.12,2023-11-26
282.95,2023-08-30
482.45,2023-11-26
467.43,2023-09-16
147.19,2023-08-10
442.31,2023-10-05
46.67,2023-10-10
150.18,2023-12-14
451.01,2023-12-23
62.41,2023-09-12
219.99,2023-12-10
98.61,2023-08-26
282.84,2023-12-07
400.5,2023-07-30
124.07,2023-10-07
322.93,2023-12-10
485.58,2023-07-30
46.99,2023-08-11
484.81,2023-09-28
286.28,2023-12-25
64.27,2023-10-22
202.92,2023-09-14
317.92,2023-09-25
80.18,2023-09-20
445.94,2023-10-29
10.69,2023-09-06
499.37,2023-07-30
146.9,2023-10-05
298.37,2023-10-14
494.74,2023-12-24
415.9,2023-08-03
393.02,2023-08-19
65.44,2023-10-31
147.45,2023-11-01
466.18,2023-12-25
162.56,2023-09-28
349.92,2023-10-03
152.4,2023-10-07
415.17,2023-11-06
212.91,2023-10-29
402.85,2023-10-17
228.67,2023-12-08
42.13,2023-11-03
25.72,2023-10-30
328.96,2023-08-11
95.99,2023-12-19
388.06,2023-09-21
156.81,2023-11-12
241.21,2023-12-16
277.52,2023-08-13
90.35,2023-11-21
377.68,2023-09-10
172.42,2023-09-12
478.72,2023-08-09
360.23,2023-12-13
245.7,2023-09-26
288.35,2023-11-16
479.38,2023-09-06
280.65,2023-11-15
188.57,2023-11-29
355.96,2023-07-30
204.28,2023-09-11
408.15,2023-11-14
471.11,2023-11-15
337.33,2023-10-19
156.22,2023-10-11
66.97,2023-08-21
443.67,2023-10-04
406.96,2023-11-15
278.72,2023-08-21
483.94,2023-10-12
160.98,2023-08-24
184.74,2023-12-14
338.15,2023-12-23
246.62,2023-12-01
194.91,2023-08-07
107.31,2023-09-15
370.44,2023-10-11
218.97,2023-08-24
121.74,2023-11-16
72.11,2023-12-22
68.54,2023-10-21
453.1,2023-08-28
360.33,2023-09-02
370,2023-12-14
190.74,2023-08-30
186.86,2023-10-05
224.78,2023-08-22
17.72,2023-10-08
100.45,2023-10-30
165.4,2023-12-31
56.86,2023-12-08
153.88,2023-09-18
470.29,2023-12-18
447.59,2023-08-22
84.67,2023-11-09
481.41,2023-10-01
324.69,2023-10-07
179.07,2023-11-08
267.15,2023-12-17
105.17,2023-10-19
398.65,2023-12-25
251.46,2023-10-13
252.2,2023-10-23
496.59,2023-09-02
198.39,2023-09-21
409.18,2023-08-07
137.81,2023-12-29
432.12,2023-09-11
45.93,2023-09-05
105.44,2023-12-29
280.05,2023-09-16
334.92,2023-08-01
243.03,2023-08-31
221.25,2023-08-28
499.48,2023-10-17
100.76,2023-10-06
476.09,2023-08-22
234.58,2023-08-31
16.06,2023-11-24
117.85,2023-12-08
198.99,2023-11-14
441.63,2023-10-31
298.97,2023-10-13
356.34,2023-12-16
73.2,2023-11-01
388.81,2023-07-30
458.45,2023-09-20
352.19,2023-08-17
145.16,2023-10-19
408.71,2023-11-04
240.69,2023-08-19
74.57,2023-08-03
438.8,2023-12-10
430.97,2023-08-28
62.9,2023-11-27
282.21,2023-11-05
285.72,2023-09-22
249.5,2023-12-30
443.12,2023-11-13
323.8,2023-12-30
170.69,2023-08-11
211.36,2023-10-06
439.35,2023-08-23
473.5,2023-09-07
149.12,2023-12-25
121.14,2023-11-12
477.1,2023-12-18
20.71,2023-07-31
489.04,2023-11-01
217.28,2023-08-11
444.28,2023-09-17
73.1,2023-08-23
446.59,2023-09-01
433.48,2023-08-29
222.12,2023-12-10
389.64,2023-12-02
281.46,2023-11-28
288.31,2023-08-11
22.96,2023-09-04
367.79,2023-09-06
211.43,2023-11-22
197.32,2023-08-23
361.08,2023-10-22
460.71,2023-09-19
259.45,2023-12-22
63.25,2023-10-10
57.79,2023-12-31
103.17,2023-10-07
348.55,2023-08-24
260.37,2023-08-04
119.39,2023-12-16
64.13,2023-12-22
117.18,2023-09-08
101.57,2023-11-12
328.17,2023-07-30
364.53,2023-10-09
402.63,2023-10-14
467.9,2023-12-06
448.13,2023-10-19
289.92,2023-12-22
100.88,2023-08-19
192.92,2023-09-23
158.3,2023-09-19
379.97,2023-10-06
93.32,2023-10-03
389.73,2023-12-17
167.89,2023-09-05
41.63,2023-10-02
173.69,2023-12-12
491.61,2023-12-12
80.64,2023-10-06
102.86,2023-11-25
161.43,2023-10-09
258.62,2023-12-22
241.08,2023-12-25
408.89,2023-10-15
344.09,2023-08-07
291.25,2023-11-19
285.23,2023-11-03
74.28,2023-11-09
334.95,2023-10-16
67.29,2023-12-16
277.09,2023-10-25
42.46,2023-09-25
109.36,2023-09-08
140.48,2023-09-09
392.52,2023-08-10
338.75,2023-09-03
401.11,2023-11-26
290.34,2023-08-20
124.54,2023-11-21
254.1,2023-12-19
118.13,2023-11-13
323.76,2023-10-01
282.06,2023-10-19
51.82,2023-08-29
471.77,2023-10-08
96.42,2023-12-06
477.46,2023-08-28
28.49,2023-09-17
380.64,2023-12-08
472.44,2023-10-10
118.1,2023-11-03
275.47,2023-11-30
481.67,2023-09-23
76.21,2023-08-15
345.49,2023-09-21
99.95,2023-11-29
226.86,2023-09-14
176.9,2023-08-27
298.18,2023-10-17
478.24,2023-10-03
136.87,2023-10-15
367.3,2023-10-07
35.85,2023-08-24
476.3,2023-12-13
103.76,2023-11-02
242.4,2023-09-05
302.32,2023-10-04
150.22,2023-09-11
383.75,2023-12-12
219.15,2023-10-03
377.05,2023-11-22
261.7,2023-11-08
229.69,2023-12-08
325.5,2023-09-29
368.1,2023-12-03
481.72,2023-12-22
232.55,2023-09-02
359.17,2023-11-10
183.34,2023-12-05
128.51,2023-09-16
51.81,2023-09-27
129.84,2023-11-22
99.22,2023-12-11
83.1,2023-08-02
356.78,2023-09-29
309.83,2023-11-04
34.87,2023-12-21
141.79,2023-10-30
305.01,2023-11-18
93.15,2023-11-10
382.42,2023-08-18
384.08,2023-08-11
356.43,2023-12-20
282.95,2023-12-29
389,2023-12-28
261.47,2023-12-03
348.88,2023-12-07
250.94,2023-10-12
79.91,2023-12-18
261.47,2023-12-04
306.41,2023-08-23
108.95,2023-10-27
179.49,2023-11-12
467.37,2023-09-17
30.25,2023-10-06
497.94,2023-08-16
454.12,2023-10-23
65.89,2023-10-19
375.56,2023-08-05
426.8,2023-10-14
101.16,2023-12-05
373.25,2023-08-13
153.96,2023-12-04
422.53,2023-11-30
25.39,2023-10-22
457.62,2023-12-05
124.29,2023-09-30
479.59,2023-12-07
296.72,2023-12-11
259.89,2023-11-06
473.81,2023-09-04
86.42,2023-11-28
185.73,2023-10-20
491.32,2023-12-23
325.07,2023-11-30
141.56,2023-09-30
438.44,2023-11-16
329.8,2023-11-30
192.59,2023-11-19
226.93,2023-10-30
495.96,2023-10-08
125.36,2023-08-03
141.1,2023-10-24
340.47,2023-09-12
192.63,2023-12-20
131.56,2023-10-26
100.85,2023-08-30
338.77,2023-10-07
330.79,2023-09-23
478.62,2023-08-23
237.12,2023-11-13
420.88,2023-09-28
413.9,2023-12-10
406.31,2023-12-06
30.02,2023-09-24
464.11,2023-08-03
48.54,2023-10-24
73.28,2023-12-12
146.93,2023-12-08
360.27,2023-09-22
318.03,2023-09-15
443.69,2023-09-16
372.48,2023-10-31
306.79,2023-08-31
438.4,2023-08-04
103.18,2023-10-28
364.24,2023-11-30
262.06,2023-11-26
422.35,2023-07-30
39.82,2023-12-27
443.98,2023-10-16
27.52,2023-12-12
135.44,2023-11-10
261.79,2023-11-30
43.31,2023-08-02
330.31,2023-12-03
47.49,2023-12-23
408.82,2023-10-26
445.58,2023-11-03
285.27,2023-09-21
360.49,2023-10-01
379,2023-11-19
156.42,2023-09-11
418.88,2023-12-11
329.02,2023-10-28
40.54,2023-08-04
470.38,2023-08-16
484,2023-08-24
307.51,2023-11-02
390.06,2023-10-20
430.6,2023-11-11
106.95,2023-10-27
146.06,2023-09-09
77.57,2023-09-22
59.04,2023-12-12
120.32,2023-08-27
133.05,2023-08-26
368.76,2023-12-27
132.59,2023-09-30
154.94,2023-08-05
483.52,2023-11-12
151.02,2023-09-22
60.6,2023-08-22
124.76,2023-08-08
16.97,2023-08-14
147.12,2023-10-13
187,2023-08-30
382.64,2023-10-04
398.48,2023-12-09
109.81,2023-10-16
218.55,2023-12-03
424.28,2023-09-09
219.87,2023-11-24
448.3,2023-11-07
371.93,2023-10-15
100.12,2023-11-03
347.4,2023-11-11
197.75,2023-08-18
398.14,2023-11-12
411.02,2023-10-20
58.01,2023-08-12
337.27,2023-08-20
424.58,2023-09-01
67.38,2023-08-30
154.02,2023-09-06
381.08,2023-10-26
388.52,2023-10-26
407.68,2023-10-30
400.93,2023-09-19
378.91,2023-08-26
163.74,2023-09-23
171.44,2023-08-05
371.61,2023-11-03
75.69,2023-09-03
406.01,2023-10-13
308.91,2023-08-22
115.88,2023-12-24
226.1,2023-09-20
276.15,2023-12-07
64.89,2023-08-11
69.18,2023-12-16
436.9,2023-08-02
345.07,2023-09-15
151.38,2023-10-07
451.2,2023-10-21
101.01,2023-10-01
209.63,2023-10-20
287.08,2023-12-21
198.53,2023-10-12
169.98,2023-12-13
22.76,2023-11-24
409.89,2023-10-02
147.21,2023-09-06
161.09,2023-09-22
381.76,2023-09-18
453.35,2023-11-12
212.29,2023-10-31
362.44,2023-08-23
191.45,2023-11-20
278.09,2023-08-19
401.34,2023-12-10
292.68,2023-09-09
157.03,2023-10-12
72.32,2023-08-26
328.6,2023-11-27
336.99,2023-09-12
184.34,2023-10-05
133.37,2023-08-09
417.94,2023-10-30
109.96,2023-10-24
200.16,2023-09-29
227.78,2023-08-15
148.15,2023-11-09
388.11,2023-09-14
375.92,2023-08-08
93.96,2023-11-30
376.21,2023-10-18
316.58,2023-10-11
62.29,2023-12-28
427.69,2023-08-12
134.7,2023-10-07
466.26,2023-12-12
202.97,2023-08-12
80.27,2023-08-11
13.81,2023-11-18
170.71,2023-10-02
277.65,2023-08-07
53.83,2023-10-31
448.42,2023-11-25
135.32,2023-08-16
81.4,2023-12-23
339.87,2023-11-17
212.24,2023-11-02
197.97,2023-11-06
44.82,2023-12-06
410.76,2023-11-03
390.27,2023-12-27
25.23,2023-11-02
235.79,2023-10-08
68.28,2023-09-14
59.07,2023-09-27
13.45,2023-11-10
252.01,2023-08-11
338.74,2023-09-21
475.26,2023-10-03
289.33,2023-11-23
272.4,2023-09-20
411.79,2023-08-14
181.9,2023-12-31
193.61,2023-09-05
246.45,2023-10-25
133.95,2023-12-28
87.56,2023-09-02
73.53,2023-10-17
343.38,2023-09-23
379.01,2023-08-17
101.83,2023-11-13
163.12,2023-08-15
11.02,2023-07-30
145.98,2023-08-19
251.47,2023-10-20
333.71,2023-08-11
358.49,2023-08-13
235.17,2023-11-25
362.67,2023-09-25
58.17,2023-08-16
32.32,2023-10-17
183.47,2023-12-01
104.47,2023-08-17
335.32,2023-09-01
25.65,2023-12-03
169.62,2023-09-17
133.9,2023-11-03
217.59,2023-09-04
58.96,2023-11-13
244.63,2023-08-06
488.09,2023-10-14
192.08,2023-10-29
299.01,2023-10-11
439.23,2023-08-29
199.36,2023-12-16
288.22,2023-09-22
324.88,2023-11-20
142.41,2023-10-24
177.94,2023-11-15
421.18,2023-08-17
285.63,2023-12-15
279.55,2023-10-09
493.23,2023-08-21
449.23,2023-09-11
289.64,2023-10-28
319.67,2023-09-13
445.96,2023-09-20
141.53,2023-11-18
458.54,2023-08-06
437.86,2023-08-14
497.86,2023-08-26
84.91,2023-08-03
90.62,2023-09-06
358.02,2023-12-15
78.99,2023-10-19
280.58,2023-11-20
248.07,2023-09-15
339.97,2023-08-05
255.93,2023-12-20
411.81,2023-08-19
457.09,2023-11-10
350.89,2023-11-24
251.85,2023-08-17
238.28,2023-12-18
378.29,2023-10-11
470.52,2023-12-13
279.03,2023-10-08
204.42,2023-12-22
89.88,2023-09-05
476.51,2023-11-02
428.56,2023-08-22
121.72,2023-11-03
314.22,2023-12-25
107.45,2023-07-31
403.91,2023-12-04
294.83,2023-12-10
175.81,2023-07-30
415.89,2023-08-26
91.69,2023-08-18
414.21,2023-09-27
75.36,2023-08-05
246.35,2023-08-16
287.84,2023-08-12
30.6,2023-09-30
61.17,2023-11-24
123.21,2023-12-08
272.41,2023-09-13
115.42,2023-11-29
28.09,2023-09-25
188.86,2023-12-08
251.64,2023-11-22
420.79,2023-10-07
329.03,2023-10-12
37.19,2023-08-13
130.36,2023-10-26
21.07,2023-08-10
93.37,2023-10-21
330.03,2023-08-03
372.6,2023-11-06
178.52,2023-10-27
346.16,2023-10-08
355.94,2023-10-30
354.8,2023-12-30
437.5,2023-09-07
52.06,2023-12-27
219.33,2023-11-13
412.1,2023-09-13
344.11,2023-10-11
350.52,2023-09-12
152.53,2023-11-29
161.49,2023-10-26
91.2,2023-11-27
484.16,2023-07-30
466.95,2023-12-21
301.35,2023-09-13
410.08,2023-09-24
493.93,2023-10-09
229.67,2023-07-31
190.15,2023-08-09
323.71,2023-10-21
451.62,2023-10-05
248.36,2023-11-04
358.61,2023-10-17
248.35,2023-08-16
180.06,2023-12-16
405.23,2023-09-07
313.96,2023-12-14
229.69,2023-12-06
75.17,2023-12-24
307.85,2023-10-20
260.1,2023-11-13
362.15,2023-11-05
119.86,2023-12-19
257.03,2023-09-08
268.6,2023-12-11
244.23,2023-09-06
331.58,2023-08-19
395.67,2023-08-19
312.73,2023-10-20
70.59,2023-09-11
77.4,2023-10-28
278.49,2023-11-27
176.13,2023-10-22
79.91,2023-08-14
63.08,2023-08-15
206.72,2023-08-01
453.44,2023-09-20
327.63,2023-08-09
466.84,2023-11-12
204.84,2023-12-12
116.76,2023-09-28
488.12,2023-09-03
48.68,2023-12-12
48.94,2023-11-17
433.05,2023-09-03
406.52,2023-10-10
159.06,2023-10-12
37.2,2023-09-01
496.02,2023-08-31
75.77,2023-10-16
17.6,2023-08-09
194.88,2023-08-16
145.32,2023-12-03
190.88,2023-09-28
187.14,2023-10-10
111.72,2023-11-28
318.13,2023-11-23
175.58,2023-12-11
154.87,2023-09-03
499.74,2023-12-14
493.67,2023-09-09
297.32,2023-08-12
404.88,2023-10-02
342.8,2023-10-24
494.16,2023-12-02
140.33,2023-10-21
167.13,2023-10-11
223.69,2023-08-14
381.84,2023-10-11
275.25,2023-12-21
226.41,2023-11-08
371.72,2023-08-13
218.33,2023-11-18
161.96,2023-12-28
377.74,2023-09-02
434.47,2023-09-09
240.19,2023-08-09
282.91,2023-12-09
340.77,2023-08-14
412.02,2023-09-12
275.76,2023-08-19
436.57,2023-09-25
446.18,2023-10-30
275.01,2023-08-07
216.91,2023-12-18
280.48,2023-08-17
127.5,2023-08-15
41.36,2023-10-27
375.83,2023-08-24
215.54,2023-09-22
264.93,2023-08-10
368.67,2023-10-26
175.67,2023-12-10
121.69,2023-12-23
464,2023-09-23
296.82,2023-09-30
12.83,2023-12-03
187.74,2023-09-16
210.65,2023-10-16
456.42,2023-12-17
53.35,2023-10-24
72.58,2023-09-13
349.25,2023-10-21
85.18,2023-10-15
486.99,2023-11-27
433.2,2023-10-26
143.54,2023-12-08
435.03,2023-10-12
287.89,2023-09-14
469.92,2023-10-03
452.13,2023-11-11
319.17,2023-09-10
354.19,2023-11-22
488.81,2023-11-23
330.3,2023-11-13
451.18,2023-08-10
110.97,2023-11-09
101.62,2023-09-28
240.4,2023-08-30
436.02,2023-12-27
444.04,2023-08-09
469.92,2023-10-01
219.24,2023-07-30
372.05,2023-11-23
58.65,2023-08-22
435.4,2023-09-18
440.59,2023-08-28
471.95,2023-12-14
152.93,2023-10-26
430.86,2023-12-04
332.71,2023-09-25
285.02,2023-10-31
338.84,2023-10-15
404.39,2023-11-09
72.45,2023-11-25
162.18,2023-08-25
212.36,2023-11-15
353.23,2023-08-31
142.27,2023-12-22
117.66,2023-10-22
365.64,2023-10-09
217.96,2023-09-05
167.72,2023-12-27
94.18,2023-12-12
129.79,2023-07-31
458.58,2023-12-20
76.53,2023-08-03
306.63,2023-11-11
276.05,2023-09-18
481.24,2023-10-23
93.15,2023-09-16
347.3,2023-12-01
24.48,2023-11-08
177.52,2023-10-09
30.95,2023-08-27
452.73,2023-11-24
281.64,2023-10-10
443.25,2023-08-17
148.29,2023-10-15
205.32,2023-12-10
466.21,2023-08-16
429.73,2023-10-02
13.99,2023-09-30
177.4,2023-08-16
239.5,2023-08-09
236.88,2023-12-29
178.49,2023-10-30
142.52,2023-11-17
100.25,2023-08-10
158.29,2023-10-22
91.86,2023-09-11
225.63,2023-12-31
459.62,2023-12-17
51.27,2023-11-06
142.58,2023-09-01
101.15,2023-09-18
210.29,2023-08-12
218.44,2023-09-21
199.94,2023-08-14
28.8,2023-09-05
206.03,2023-08-15
117.92,2023-09-11
419.32,2023-09-12
208.86,2023-09-13
405.39,2023-09-08
481.81,2023-10-23
365.71,2023-09-30
194.21,2023-08-13
47.58,2023-09-22
105.33,2023-10-19
135.94,2023-11-21
366.05,2023-09-21
355.65,2023-11-24
151.7,2023-10-25
436.52,2023-11-06
23.63,2023-08-12
113.74,2023-09-22
422.28,2023-08-21
98.79,2023-10-25
328.22,2023-12-25
212.64,2023-10-25
150.92,2023-08-29
108.57,2023-08-05
234.69,2023-08-28
97.04,2023-12-29
196.98,2023-10-13
145.24,2023-11-01
397.36,2023-08-25
121.65,2023-10-19
461.46,2023-10-21
439.74,2023-08-05
237.11,2023-11-29
188.47,2023-10-02
391.22,2023-12-04
267.66,2023-08-31
36.97,2023-12-25
72.93,2023-10-31
204.76,2023-09-08
471.75,2023-10-27
391.75,2023-09-11
150.55,2023-10-01
238.74,2023-10-31
186.65,2023-12-20
21.35,2023-11-24
139.35,2023-07-30
30.21,2023-09-13
206.55,2023-10-15
486.92,2023-10-26
452.41,2023-08-03
469.1,2023-09-06
51.22,2023-10-08
228.97,2023-08-12
165.8,2023-08-23
73.22,2023-12-27
78.14,2023-08-30
390.9,2023-11-11
463.55,2023-08-02
278.49,2023-12-25
144.06,2023-09-08
65.85,2023-08-09
250.88,2023-09-08
286.98,2023-11-29
31.11,2023-12-08
444.68,2023-09-21
320.73,2023-10-05
397.34,2023-08-10
194.85,2023-12-18
206.48,2023-09-04
352.04,2023-09-05
96.5,2023-10-13
74.87,2023-11-13
450.84,2023-12-17
402.54,2023-09-16
478.92,2023-11-16
399.36,2023-11-25
181.8,2023-08-05
67.28,2023-08-06
275.18,2023-10-16
161.81,2023-08-22
436.45,2023-09-03
214.83,2023-12-16
262.19,2023-10-24
439.59,2023-08-17
316.41,2023-10-04
62.03,2023-07-31
247.74,2023-08-22
215.26,2023-08-17
480.72,2023-11-06
106.44,2023-09-02
81.34,2023-10-22
316.1,2023-11-16
64.57,2023-10-21
166.77,2023-10-03
334.89,2023-08-15
424.7,2023-11-04
131.42,2023-10-03
289.44,2023-09-11
392.13,2023-08-30
210.68,2023-12-30
13.45,2023-08-25
395.38,2023-08-20
221.04,2023-12-30
233.37,2023-12-15
403.62,2023-10-27
24.52,2023-12-05
222.56,2023-08-26
305.87,2023-10-10
78.37,2023-10-10
356.53,2023-10-04
25.11,2023-08-08
96.74,2023-11-25
119.01,2023-11-15
96.19,2023-12-30
475.39,2023-11-03
225.52,2023-09-30
115.97,2023-10-13
422.12,2023-08-19
274.09,2023-10-08
241.84,2023-10-23
122.14,2023-11-23
438.06,2023-07-31
55.91,2023-08-20
305.32,2023-09-05
163.87,2023-08-05
417.81,2023-10-29
461.38,2023-12-24
80.79,2023-12-31
258.9,2023-08-08
262.5,2023-12-06
20.01,2023-12-12
450.11,2023-12-02
29.95,2023-12-25
350.66,2023-09-07
380.82,2023-12-07
107.95,2023-09-11
492.33,2023-12-05
104.19,2023-12-16
257.66,2023-11-09
14.42,2023-08-16
267.29,2023-08-15
251.43,2023-08-20
25.92,2023-12-19
412.09,2023-09-28
205.77,2023-09-04
156.22,2023-09-14
269.6,2023-09-01
185.92,2023-09-08
132.29,2023-09-07
389.25,2023-09-04
80.5,2023-11-01
80.73,2023-11-24
480.72,2023-12-07
119.33,2023-10-31
161.89,2023-10-27
277.67,2023-07-30
221.84,2023-11-08
117.02,2023-11-21
214.78,2023-12-15
424.29,2023-08-29
118.93,2023-10-09
215.56,2023-09-06
121.89,2023-10-24
364.59,2023-09-26
97.37,2023-09-15
19.74,2023-08-23
301.65,2023-11-09
294.33,2023-08-23
170.05,2023-11-17
162.13,2023-08-15
301.05,2023-08-04
426.58,2023-11-17
114.14,2023-09-18
174.28,2023-08-27
345.14,2023-11-14
226.61,2023-09-27
140.15,2023-10-21
447.08,2023-12-24
73.68,2023-08-02
110.4,2023-10-20
423.49,2023-09-22
451.96,2023-12-25
99.82,2023-12-24
110.18,2023-10-30
41.83,2023-11-07
75.86,2023-10-09
28.17,2023-12-16
214.03,2023-12-13
170.71,2023-11-05
379.28,2023-10-30
325.31,2023-11-14
238.32,2023-08-26
443.62,2023-11-29
464.46,2023-10-16
31.97,2023-12-27
176.82,2023-09-07
17.19,2023-10-08
415.88,2023-10-30
211.07,2023-12-08
200.46,2023-09-15
91.43,2023-10-23
404.63,2023-12-07
39.12,2023-11-16
323.09,2023-11-28
234.22,2023-11-09
107.6,2023-12-28
293.49,2023-09-25
386.67,2023-08-23
313.61,2023-09-30
292.99,2023-11-12
102.52,2023-09-27
49.04,2023-08-07
255.91,2023-10-04
147.01,2023-09-16
106.13,2023-11-17
13.76,2023-09-09
90.89,2023-12-09
89.6,2023-11-19
402.33,2023-09-09
47.94,2023-08-20
239.76,2023-11-16
350.6,2023-09-30
470.51,2023-08-10
241.36,2023-12-12
271.32,2023-10-24
374.31,2023-08-01
471.93,2023-09-21
463.57,2023-08-14
200.14,2023-10-15
215.07,2023-12-13
46.56,2023-08-09
359.11,2023-11-14
262.72,2023-10-04
418.38,2023-11-23
427.31,2023-10-26
261.8,2023-10-14
59.73,2023-10-02
410.19,2023-08-26
162.48,2023-11-20
423.59,2023-11-01
60.05,2023-11-17
14.1,2023-11-01
135.42,2023-10-20
333.31,2023-09-06
243.85,2023-12-29
187.92,2023-10-24
239.26,2023-10-17
31.08,2023-09-21
370.2,2023-12-04
98.71,2023-10-07
276.75,2023-11-22
294.91,2023-10-13
309.9,2023-09-20
240.29,2023-08-18
212.83,2023-10-13
175.07,2023-09-11
460.91,2023-08-03
97.95,2023-08-13
294.09,2023-11-04
365.68,2023-08-17
303.21,2023-08-04
451.93,2023-08-04
168.41,2023-08-20
103.52,2023-09-11
168.19,2023-08-03
122.62,2023-12-19
212.42,2023-12-29
238.55,2023-12-04
387.52,2023-08-27
293.41,2023-08-12
168.85,2023-12-02
13.76,2023-08-27
438.78,2023-11-14
108.45,2023-08-07
359.21,2023-11-17
209.47,2023-09-03
75.16,2023-12-13
43.42,2023-12-22
481.07,2023-10-06
17.01,2023-08-22
41.19,2023-11-23
100.42,2023-09-05
106.77,2023-08-30
465.79,2023-08-16
483.49,2023-08-17
116.14,2023-10-05
324.69,2023-08-27
282.88,2023-08-12
37.87,2023-10-10
256.51,2023-11-08
288.09,2023-11-13
411.63,2023-10-12
